,CD14+_Monocytes,CD4_T_cells,FCGR3A+_Monocytes,NK_cells,Dendritic_cells,CD8_T_cells,B_cells_1,B_cells_2
ETFBKMT,63.745674,225.67766,5.3454924,0.0,34.149525,11.432726,39.70171,0.0
AMN1,306.5165,1027.628,22.08445,31.43883,57.69433,112.11534,423.96188,12.840806
AC023157.3,210.51437,195.7706,0.0,0.0,23.72443,28.348698,34.505455,2.6438892
H3F3C,0.0,24.852173,0.0,6.896026,0.0,6.7191296,6.9333677,0.0
LINC02422,161.0217,105.79824,22.751997,34.735825,2.318332,39.633423,226.38277,4.010228
RESF1,1987.8522,5727.8286,307.022,372.898,151.25476,1199.0411,844.42737,25.930212
AC016957.2,11.05798,136.86337,11.689421,8.738498,0.0,37.53274,22.489815,0.0
BICD1,391.45752,1379.3837,22.595682,55.369682,103.506775,212.62819,576.4024,47.345085
AC048344.4,0.0,40.16877,0.0,0.0,0.0,6.3051796,8.775016,0.0
AC026356.1,2.673306,13.903479,0.0,0.0,2.673306,0.0,8.014253,0.0
AC026356.2,8.189901,7.844922,3.2890525,0.0,0.0,9.608913,25.468077,2.291185
FGD4,5260.686,180.7793,742.9166,0.0,274.82587,15.638569,36.47554,4.602219
DNM1L,1675.352,1912.5507,295.93472,175.47925,236.46097,456.23013,353.7341,42.79088
AC084824.5,28.27879,63.69999,0.0,0.0,0.0,6.7968783,34.46581,0.0
YARS2,260.99698,655.44446,81.11854,35.554485,13.644531,170.52104,111.940704,10.397557
AC084824.3,0.0,18.16876,15.701976,0.0,0.0,0.0,0.0,0.0
AC084824.4,12.063164,14.040665,4.4644227,4.7949934,0.0,4.7949934,0.0,0.0
PKP2,25.66687,55.8098,0.0,0.0,13.074738,0.0,13.156278,3.2583117
AC046130.1,27.442583,170.00945,4.030533,0.0,0.0,7.063012,46.17021,9.718624
ALG10,38.753204,101.30447,6.35488,0.0,9.315699,14.976232,18.314423,0.0
AC046130.2,23.972136,35.241684,0.0,0.0,0.0,8.02294,3.0100617,3.0100617
AC140847.2,6.874009,15.480075,0.0,0.0,0.0,0.0,0.0,0.0
ALG10B,70.601746,161.34654,7.860892,5.953322,0.0,17.475601,25.987747,7.9724336
CPNE8,3752.374,743.03827,341.31003,47.117115,201.62923,179.68396,52.48436,27.903938
KIF21A,6.544842,536.922,0.0,99.29852,0.0,384.92883,0.0,0.0
ABCD2,7.507317,2082.1104,0.0,24.236551,9.091268,270.97293,58.135746,10.267356
C12orf40,89.99333,272.67908,15.222952,7.827261,8.811531,75.10625,29.198824,0.0
SLC2A13,985.58484,710.34393,155.13876,104.412605,32.1102,177.61723,79.135666,4.010228
LINC02471,35.602455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079630.1,307.02686,8.960993,33.001266,0.0,0.0,0.0,34.407932,0.0
LRRK2,7227.0215,254.70905,734.518,12.124914,272.35815,23.458927,447.88818,31.07168
CNTN1,6.4724855,26.97692,0.0,0.0,0.0,0.0,0.0,0.0
PDZRN4,26.218193,24.132301,0.0,0.0,0.0,7.7817626,10.495818,0.0
AC090630.1,158.10614,18.834723,12.127404,0.0,15.571112,0.0,2.496373,0.0
AC006197.2,7.7402945,19.339108,0.0,0.0,0.0,0.0,0.0,0.0
GXYLT1,590.63696,659.0722,137.46954,47.139294,75.82054,128.99191,91.478485,11.257356
YAF2,1400.8562,2113.6099,274.13522,198.39923,138.8464,543.5973,311.2304,40.832798
PPHLN1,1687.3903,3611.213,208.56656,129.98322,288.21805,573.4483,573.86066,61.906208
ZCRB1,319.7005,779.0357,88.89037,62.769073,63.690147,258.61453,150.92697,18.470387
PRICKLE1,936.6145,56.11353,21.169807,0.0,17.357517,8.15717,95.96803,0.0
AC079601.1,0.0,11.335003,0.0,0.0,8.282968,4.274787,2.9070172,5.668006
AC079600.3,22.65272,3.0547507,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS20,10.985485,7.3109574,0.0,0.0,0.0,9.61271,0.0,0.0
PUS7L,393.60333,1228.5648,86.12912,57.606934,50.377724,210.3829,181.82408,29.289795
IRAK4,1032.3936,1918.1836,94.66918,140.54903,95.80958,386.50577,315.27182,36.11568
TWF1,585.87146,647.2011,92.5649,50.106144,27.239765,170.10881,105.84556,22.561295
TMEM117,228.29608,1307.7045,14.097125,121.87599,2.602593,343.77423,288.8105,3.8305392
NELL2,36.023464,5976.583,5.955245,0.0,0.0,249.23758,0.0,0.0
ANO6,2904.646,1596.8231,276.1617,114.269714,250.30864,371.38986,188.33342,29.425413
AC079950.1,16.98953,18.169636,0.0,0.0,0.0,0.0,9.105584,0.0
AC008124.1,149.1314,378.54938,25.99534,6.6327543,4.9499745,99.074776,99.02403,21.208578
ARID2,3162.679,4305.414,404.02875,330.69998,231.55247,676.643,559.8442,104.25562
SCAF11,5251.7593,6556.666,894.1092,489.4633,524.17773,1271.5834,1320.6241,133.19124
SLC38A1,134.11343,6915.3555,7.4957495,429.57483,278.26178,1182.5914,1170.0612,102.01599
AC025031.3,0.0,18.967676,0.0,0.0,0.0,8.899377,13.214449,3.185998
SLC38A2,2938.6597,3346.579,232.32,254.86702,241.79333,652.26117,442.49957,98.130974
AC025031.2,8.016965,8.222298,2.842821,8.738498,0.0,7.33014,0.0,0.0
AC008014.1,460.05988,1141.7576,40.81114,258.21677,229.76314,127.04538,666.2981,97.64406
AC025031.1,0.0,26.272581,0.0,9.95188,0.0,6.4556236,27.14153,0.0
AC025031.4,11.718374,26.785395,0.0,0.0,8.989794,0.0,7.64417,2.0848563
AC008035.1,9.454742,7.0139976,0.0,25.219187,2.602593,0.0,0.0,0.0
SLC38A4,22.87725,27.665707,0.0,15.352272,12.646766,0.0,12.419509,2.3910584
AMIGO2,43.835533,296.52332,4.6815424,17.708887,2.318332,38.812386,49.084618,8.566839
PCED1B,624.6921,8933.718,34.347458,414.98666,159.93047,1079.9481,801.8248,80.492615
PCED1B-AS1,281.3391,8082.562,25.26411,557.5543,82.32651,1376.0677,389.98834,29.747892
AC008083.2,6.3853965,500.2793,0.0,24.203884,0.0,59.05403,44.316563,7.251089
AC008083.3,58.65364,1154.027,0.0,39.910633,15.994259,120.75122,93.52889,17.6174
LINC02416,15.073325,39.21547,9.129725,0.0,0.0,0.0,29.28721,0.0
LINC02156,0.0,15.987501,0.0,0.0,0.0,0.0,0.0,0.0
RPAP3,948.3281,1342.8221,248.38832,81.31884,85.06542,264.78046,297.8831,20.777142
AC004241.3,40.369038,41.953007,2.5526848,0.0,13.956723,0.0,14.398808,0.0
AC004241.1,53.293644,65.589455,43.73262,0.0,0.0,7.9711413,27.91818,3.2408617
RAPGEF3,7.2848887,8.513778,0.0,0.0,0.0,0.0,17.094711,0.0
SLC48A1,46.52057,81.10251,9.715593,15.270916,7.9447737,8.105915,26.376495,2.4508476
HDAC7,951.32294,2038.443,111.276794,219.78703,21.004581,254.599,261.5207,6.1311774
VDR,638.5768,75.225716,174.66335,8.243392,23.816185,5.2172303,3.185998,3.185998
AC121338.1,41.460823,11.208548,26.07993,0.0,0.0,0.0,0.0,0.0
TMEM106C,28.839731,325.51343,15.354725,21.702827,0.0,24.59491,45.850414,0.0
AC004801.4,5.954604,0.0,4.4644227,0.0,0.0,6.650648,12.713575,3.5812032
SENP1,400.34848,723.68475,78.52564,73.41869,48.873817,197.81697,119.97196,20.898113
PFKM,36.093277,77.520874,13.708537,0.0,2.2941275,16.69561,48.716393,0.0
ASB8,387.8667,809.9934,141.30663,73.857635,31.012772,229.9465,144.18344,5.6368456
AC024257.3,253.33327,96.28743,7.756567,24.391853,12.296113,11.214597,8.8632,0.0
AC024257.1,174.30019,19.537354,0.0,0.0,0.0,0.0,5.677492,5.677492
ZNF641,398.88083,502.3064,86.72512,27.074661,63.518238,59.628666,86.132996,9.318728
AC090115.1,63.928364,32.155537,6.8190846,0.0,0.0,0.0,16.56566,0.0
KANSL2,536.6388,1155.5173,113.04261,82.83139,32.97642,265.18076,215.68388,21.132917
CCNT1,794.43695,1938.225,143.93073,152.63284,92.217224,296.29755,262.6425,28.40391
CACNB3,50.520878,38.70235,0.0,0.0,8.236402,0.0,0.0,0.0
DDX23,470.20587,1006.8232,134.66362,63.279484,23.796883,196.29753,202.01572,5.7091594
RND1,13.912893,22.451612,0.0,0.0,8.693445,0.0,11.373209,0.0
CCDC65,182.49896,421.69434,8.010699,75.85319,6.081172,114.08384,36.37919,5.7737265
FKBP11,275.43628,1863.691,28.654318,375.21616,53.1193,533.3583,114.10501,13.469161
ARF3,755.22345,414.80066,143.42546,91.681046,224.77298,80.21173,109.05063,9.725394
WNT10B,0.0,75.21827,0.0,0.0,0.0,18.377813,0.0,0.0
WNT1,0.0,27.704937,0.0,18.904158,0.0,7.154723,0.0,0.0
DDN-AS1,273.65997,112.53202,27.691238,0.0,29.21442,48.882534,23.541668,0.0
PRKAG1,975.6024,843.9643,145.93555,97.0103,86.59989,257.63165,203.04109,12.772806
KMT2D,1155.037,1020.7364,175.71951,115.49918,116.3968,204.54317,167.21753,16.133486
RHEBL1,38.551586,112.78463,13.708568,69.36764,0.0,36.713097,34.49643,0.0
LMBR1L,754.2572,839.6743,68.91019,37.500942,53.176384,168.90074,52.13976,4.359354
TUBA1B,2145.7744,3191.956,934.6672,415.0392,485.1411,665.88336,677.3196,77.446045
AC011603.2,677.3471,451.69025,76.62949,18.232714,26.790968,84.157715,67.44903,0.0
TUBA1A,5282.987,4974.0444,977.2843,188.69217,561.30084,780.03406,833.904,38.766403
TUBA1C,1040.9486,530.4686,85.59606,73.93612,200.7078,205.52155,116.07136,26.707148
AC010173.1,166.40353,23.974688,29.384115,0.0,36.435295,0.0,3.8305392,3.8305392
AC125611.3,11.49679,14.2519045,0.0,0.0,7.084729,0.0,2.6603978,0.8867993
TROAP,0.0,11.393442,0.0,0.0,0.0,8.5152025,0.0,0.0
SPATS2,363.51028,437.964,13.553,37.48985,71.91003,90.74425,188.03894,49.469208
KCNH3,108.10901,209.79224,8.361269,0.0,2.2175314,0.0,0.0,0.0
MCRS1,484.9217,825.0619,144.69353,47.044216,80.471436,177.27335,167.08371,14.589589
PRPF40B,314.62024,799.9621,16.25333,52.820885,29.51403,98.72402,116.46464,17.971533
FAM186B,12.804609,69.68627,0.0,15.6577015,3.6103091,24.509647,0.0,0.0
FMNL3,166.8639,408.75403,50.569126,91.28684,35.43826,84.5291,134.21266,57.50611
TMBIM6,3210.7085,5467.1367,842.76605,648.9529,463.90512,1235.738,780.6621,91.14363
NCKAP5L,874.9717,278.84793,83.84896,20.18481,117.88852,15.598343,24.713657,11.587492
BCDIN3D-AS1,0.0,21.694523,0.0,0.0,0.0,0.0,0.0,0.0
BCDIN3D,76.629105,307.109,14.318553,13.949033,11.767442,49.77751,51.03388,2.9070172
RACGAP1,171.8824,104.31513,5.1412525,8.330388,0.0,7.1394134,6.405101,6.405101
SMARCD1,264.8463,770.6525,49.41779,52.49241,47.793823,168.79918,148.39345,12.601096
COX14,422.66107,1770.2704,231.82541,185.54965,106.38,343.6587,193.19124,20.316788
AC074032.1,510.47552,1057.0752,136.41615,111.55518,39.33186,181.63258,119.69962,11.861833
CERS5,490.2172,919.15173,166.52121,67.299904,38.593254,246.12883,155.14125,13.788016
LIMA1,43.383312,728.2825,8.206436,46.106697,26.541893,157.03865,26.396694,0.0
FAM186A,13.239702,67.945496,0.0,0.0,2.602593,5.270993,7.035175,0.0
LARP4,831.6855,1191.7614,113.08355,99.28678,75.00443,160.65652,129.66734,28.210619
DIP2B,4026.5603,3771.9036,490.9391,180.4647,263.15387,336.70126,983.8337,28.33083
ATF1,712.68005,1034.2173,91.18441,118.35864,71.665306,166.82817,127.07964,18.933937
TMPRSS12,7.273497,8.021697,1.8139868,0.0,0.0,0.0,0.0,0.0
METTL7A,979.7309,115.06556,242.25087,33.349663,152.10867,6.512725,346.01938,16.391956
HIGD1C,42.13952,42.64844,0.0,0.0,2.602593,0.0,7.6376715,0.0
SLC11A2,918.78546,576.1417,92.610596,55.988297,39.998974,90.94334,23.421137,12.09383
LETMD1,540.7319,1156.4077,84.87555,49.095913,38.78526,137.24742,155.08119,11.407714
CSRNP2,82.82865,189.06609,18.887226,0.0,10.812004,74.50837,42.54306,0.0
TFCP2,2110.2373,2100.9126,323.91748,200.56831,141.47641,303.0189,384.53528,20.443943
POU6F1,41.819126,565.3447,8.375374,25.02276,0.0,27.069897,53.28915,3.781485
AC139768.1,55.943424,77.52247,0.0,0.0,0.0,0.0,24.907364,0.0
DAZAP2,3177.731,3604.7654,616.9064,335.39774,325.86716,751.26154,713.9082,61.366257
SMAGP,44.018604,122.61356,0.0,12.518103,20.202883,38.50461,36.00709,0.0
BIN2,2640.844,4634.1396,587.39435,570.635,110.492714,1052.7178,208.69353,10.943122
CELA1,14.045446,233.6659,4.6097207,0.0,0.0,0.0,0.0,0.0
GALNT6,656.2116,362.12848,136.78838,62.98576,52.4198,91.91627,114.372215,7.935058
SLC4A8,848.4878,255.02751,280.51468,68.74243,46.997295,88.8988,106.59616,9.973394
AC107031.1,93.51201,9.0906,10.071133,0.0,0.0,7.3484178,28.370533,3.5065398
SCN8A,21.967102,34.28507,0.60035974,0.0,0.0,40.95797,19.562166,0.0
AC068987.2,60.50073,25.79452,4.214856,3.781485,0.0,3.781485,0.0,0.0
FIGNL2,50.101242,23.101576,0.0,0.0,0.0,17.340609,0.0,0.0
AC068987.3,0.0,67.0111,0.0,0.0,3.8397927,0.0,3.8397927,0.0
ACVRL1,45.232216,0.0,0.0,0.0,2.2941275,0.0,0.0,0.0
ACVR1B,863.2766,418.57394,151.22673,9.2926855,63.369366,39.22004,63.475582,6.690392
GRASP,218.55751,343.43918,64.41822,18.164003,118.23703,51.512917,124.74417,16.22146
NR4A1,1666.8904,392.17352,379.90088,7.7243032,114.96331,28.473988,71.47671,6.669161
AC025259.3,59.647045,8.263282,0.0,0.0,17.111032,15.257225,0.0,0.0
ATG101,308.5226,412.08167,76.74267,35.339924,38.550766,35.807606,131.35529,47.124332
AC025259.1,62.996136,67.4144,13.251047,16.270557,19.666836,0.0,24.021683,6.4382095
SMIM41,0.0,16.120897,0.0,0.0,0.0,0.0,8.228875,0.0
KRT5,2.4536016,0.0,0.0,0.0,2.4536016,0.0,39.728336,37.95474
KRT72,0.0,489.2366,0.0,38.077084,0.0,22.509602,0.0,0.0
KRT73-AS1,0.0,358.16568,0.0,8.6413555,0.0,0.0,0.0,0.0
KRT73,0.0,129.92802,0.0,17.10841,0.0,0.0,0.0,0.0
KRT2,0.0,60.00549,0.0,10.365978,0.0,7.3352075,0.0,0.0
KRT1,0.0,137.72035,0.0,0.0,0.0,0.0,0.0,0.0
KRT8,15.473425,33.862164,0.0,0.0,8.693445,0.0,13.610036,0.0
KRT18,0.0,115.91287,5.901902,0.0,0.0,0.0,15.534822,0.0
EIF4B,1842.567,6685.977,434.46698,219.5205,408.37888,801.75165,872.9847,47.678207
AC068888.2,43.85695,75.24654,0.0,0.0,8.282968,6.4556236,0.0,2.7609892
AC068888.1,277.2058,791.8988,69.82526,41.411747,74.529526,86.55272,160.92429,26.393461
TNS2,9.159345,22.731167,0.60035974,0.0,0.0,7.293889,4.010228,4.010228
SPRYD3,253.83557,449.223,85.04252,30.39786,27.73608,131.53894,34.51565,3.2583117
IGFBP6,0.0,6.9146404,10.3544655,0.0,0.0,6.284206,0.0,0.0
SOAT2,0.0,26.312656,0.0,0.0,0.0,0.0,0.0,0.0
CSAD,946.68866,987.704,92.528076,48.65348,46.22465,125.42553,199.64285,12.84347
ZNF740,152.2533,431.6655,18.583466,12.42284,29.723307,73.403854,70.094574,8.8883505
ITGB7,232.9963,2395.5583,0.60035974,216.17542,225.5414,665.4328,308.43536,19.150412
RARG,74.86816,387.4592,0.0,24.631958,27.554344,68.00969,19.090567,0.0
MFSD5,153.58044,313.88705,86.34265,34.17644,48.327457,84.09335,88.1854,9.309618
ESPL1,17.347286,8.122492,0.0,0.0,0.0,7.593528,0.0,0.0
PFDN5,3509.3982,8542.227,930.39874,468.56808,611.6205,1432.778,1201.5155,86.64716
AC073611.1,32.666702,27.934925,12.90584,0.0,2.199674,0.0,8.243392,0.0
C12orf10,144.74242,529.2047,50.847416,8.274466,65.013466,84.02437,51.870426,2.3910584
AAAS,158.49341,362.66147,68.38067,16.32667,84.56183,59.35849,81.39215,0.0
SP1,1007.06805,663.6261,160.40918,77.64705,93.069336,147.66333,152.56435,2.9716554
PRR13,1269.4524,2488.4116,443.76978,253.71568,234.2463,577.5463,370.04605,30.243717
PCBP2,2287.496,3207.9517,353.49304,258.4477,280.52417,532.66125,500.47702,55.352627
PCBP2-OT1,29.535301,38.420006,4.419342,0.0,0.0,0.0,3.8634708,0.0
MAP3K12,94.945145,253.89838,33.2,28.776041,0.0,62.906227,36.666878,2.6093397
AC023509.3,118.548256,43.994537,0.0,4.7949934,0.0,11.147003,1.6866597,0.0
TARBP2,106.67278,167.14279,13.893215,7.429862,5.894453,38.272945,31.534035,0.0
NPFF,59.561756,31.482042,9.846741,7.827261,0.0,7.6767745,0.0,0.0
ATF7,1699.2611,1221.7559,228.5467,75.165474,99.43728,244.04768,213.8772,32.656464
AC023509.2,35.300037,31.720762,18.311651,0.0,0.0,13.66736,0.0,0.0
AC023509.6,628.1405,719.10834,115.84898,39.365738,62.97289,106.239555,113.9188,11.2466345
ATP5MC2,2305.6077,6016.2046,668.0943,492.75058,550.8359,1051.2317,907.30505,82.306755
CALCOCO1,483.76102,774.8801,115.78196,87.342735,23.21895,167.40685,109.26693,9.761755
HOXC4,0.0,7.5080175,0.0,0.0,0.0,23.53121,0.0,0.0
AC023794.3,0.0,22.917583,0.0,7.429862,0.0,6.8661222,20.633776,0.0
SMUG1,162.01993,271.89865,62.162056,40.391453,28.863028,39.262547,40.742992,5.760559
CBX5,221.30934,1463.1982,29.104479,98.20776,98.3462,117.39507,170.40717,11.424354
SCAT2,0.0,93.40872,5.102143,8.773487,0.0,0.0,19.365059,7.0202894
AC078778.1,375.4312,118.9114,30.935001,0.0,7.9447737,4.7483406,3.185998,3.185998
HNRNPA1,2980.9062,11461.999,767.4451,611.78265,710.0773,1583.1187,1471.3705,99.01385
NFE2,731.4991,54.13913,63.2982,0.0,71.208084,8.488219,0.0,0.0
COPZ1,480.3125,1294.1069,248.00574,175.40291,116.65257,292.3052,161.73894,20.033783
AC079313.2,0.0,14.86481,8.578042,0.0,0.0,0.0,0.0,0.0
GPR84,35.66891,3.6519592,0.0,0.0,0.0,0.0,0.0,0.0
ZNF385A,1229.6772,71.04617,238.5958,8.587175,244.56413,0.0,22.234646,0.0
ITGA5,837.8149,775.398,80.75237,132.87212,96.08659,227.25302,10.766837,0.0
GTSF1,24.177578,96.5892,2.8807888,7.827261,0.0,21.048746,9.584326,0.0
NCKAP1L,3294.0662,2589.5933,759.04987,363.48334,376.49155,589.458,596.19965,59.126183
PDE1B,310.64706,124.29309,45.883186,6.896026,0.0,27.814518,22.922705,8.660143
MUCL1,6.7977343,7.003005,4.1403694,0.0,0.0,0.0,0.0,0.0
TESPA1,62.358063,5932.843,11.819634,118.65036,29.295713,333.15552,61.91882,5.6539516
AC122685.1,13.408974,60.28724,15.372328,0.0,0.0,0.0,0.0,0.0
AC009779.5,5.8881025,7.8650484,0.0,7.7243032,0.0,0.0,0.0,0.0
METTL7B,0.0,0.0,14.095856,0.0,0.0,0.0,0.0,0.0
ITGA7,2.5892093,25.565561,12.726117,0.0,0.0,17.829208,5.851433,0.0
BLOC1S1,933.07715,1431.7424,443.3423,249.78008,236.07095,559.2164,191.26044,11.742004
RDH5,150.54836,143.85484,16.391441,8.874173,5.1696787,15.550956,31.732533,3.2583117
CD63,2333.6619,1541.0812,380.69232,640.98804,289.8443,901.4472,289.3671,36.12695
AC009779.2,36.106293,11.406916,0.0,0.0,0.0,25.530909,7.6376715,0.0
GDF11,13.579478,215.67368,7.935819,0.0,14.9392395,51.529915,28.817266,2.7609892
SARNP,1413.9008,1970.1017,212.46095,213.5514,159.82297,376.15857,430.12198,41.981213
ORMDL2,156.78044,837.49274,107.936905,115.920235,69.6926,220.80829,151.59845,11.112322
DNAJC14,118.21161,361.41885,28.391949,31.979937,36.292767,59.009182,62.223385,5.563012
MMP19,33.23707,48.28478,4.235006,0.0,0.0,8.320918,0.0,0.0
PYM1,248.86836,783.5555,63.26839,81.30368,54.703426,187.15143,90.68585,6.412815
DGKA,325.28864,4355.5767,30.445513,16.537039,92.100914,257.54947,212.21587,17.452085
PMEL,55.844048,204.1554,9.418066,0.0,0.0,16.56276,8.571673,3.5749655
CDK2,37.100506,145.07214,10.943179,14.705156,0.0,26.276329,9.981471,2.291185
RAB5B,462.40353,654.7952,71.82679,94.02378,60.804203,131.42499,118.487686,18.381542
SUOX,81.89399,13.927597,14.797013,0.0,8.16648,7.9748154,0.0,0.0
IKZF4,118.1503,195.86719,23.578602,8.061669,12.234203,21.53653,8.702621,2.6093397
AC034102.3,14.340612,22.05347,0.0,0.0,0.0,8.569245,0.0,0.0
RPS26,5475.9653,21880.57,1329.3436,1388.3931,975.7929,3738.6418,2974.8152,177.09392
PA2G4,765.9006,2488.8286,209.58829,266.20282,155.73807,459.9643,292.63892,48.28141
AC034102.4,11.105209,38.352894,0.0,9.775492,0.0,13.040462,12.447708,3.6803298
RPL41,8182.723,25743.25,1829.5089,1720.54,1286.7559,4431.6963,3937.0476,238.24174
ESYT1,277.74292,2223.6208,177.343,141.14502,182.00957,353.17923,232.67336,15.396957
ZC3H10,202.46591,166.90094,33.870163,19.466713,17.603975,41.91296,21.652868,3.320437
AC034102.6,0.0,25.472832,0.0,0.0,0.0,0.0,0.0,0.0
AC034102.5,40.828945,108.47717,5.4325213,6.779807,2.2175314,13.052504,21.658918,0.0
MYL6B,68.395515,241.51096,0.0,25.467667,38.208164,39.102966,117.58183,22.461193
MYL6,4844.4336,9243.209,1513.4275,1116.366,858.2093,2279.301,1302.1348,137.31737
SMARCC2,798.5143,1513.9492,205.14964,161.23962,69.34408,285.3898,194.3445,6.5847893
RNF41,597.1946,404.81516,65.13913,19.69123,78.80637,85.63668,199.4252,4.461765
NABP2,110.45915,200.5079,24.352333,36.729702,11.461248,76.94494,33.625034,6.1848745
SLC39A5,10.917423,22.408058,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD52,159.69339,487.6924,42.211525,48.724037,20.334455,110.67666,111.43642,8.200736
COQ10A,67.35619,187.42343,4.7031617,26.351265,9.271069,64.727135,14.897123,2.9070172
CS,773.6464,758.6447,191.05687,106.79249,84.08559,208.86488,165.79259,15.365267
AC073896.2,57.949684,305.77832,9.6511,16.19184,0.0,40.35179,16.368149,0.0
AC073896.3,34.137524,97.63859,0.0,4.6459255,0.0,13.91857,33.132713,3.6803298
CNPY2,695.7361,1790.9646,91.48092,168.90654,146.92024,264.80124,260.39764,26.663872
PAN2,401.9138,384.29666,34.63397,22.93901,7.75283,21.7037,78.40067,8.293035
IL23A,31.579662,350.1191,0.0,7.6078115,0.0,7.2888856,51.911503,2.4508476
STAT2,4605.0425,1842.3798,776.2287,166.66838,251.13016,334.937,415.7443,85.352715
TIMELESS,22.561523,97.62333,0.0,22.703064,21.233482,7.4288177,62.171932,0.0
SPRYD4,63.056816,85.75341,0.0,7.222577,26.967428,31.149637,39.4977,3.320437
GLS2,13.265859,81.29707,0.0,17.106306,0.0,8.924748,5.6815825,0.0
RBMS2,523.27313,98.20766,6.7913027,0.0,27.631714,8.924748,6.9173093,0.0
BAZ2A,1863.7207,1670.7499,333.79037,145.84355,99.698814,283.12,432.44644,23.305025
ATP5F1B,1713.5875,2783.034,609.3808,274.90274,396.492,631.95953,590.1891,47.670723
PTGES3,2033.0107,5093.7954,773.43164,306.94415,318.03436,801.82837,716.922,54.320496
NACA,3383.7615,11888.589,1119.953,631.5134,704.80994,1654.6667,1519.6558,121.12775
PRIM1,82.13029,704.82935,27.505281,21.58936,40.675568,81.36133,97.06423,12.523011
HSD17B6,14.1039,51.008465,9.317312,0.0,0.0,0.0,22.16774,3.3228786
ZBTB39,64.89934,112.25939,5.199425,6.6343756,0.0,73.487015,31.117695,0.0
TAC3,17.65543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO1A,7.1014547,7.647683,5.955245,0.0,8.236402,0.0,0.0,0.0
NEMP1,197.47401,521.7851,44.34708,44.553917,12.9565115,86.4655,92.714775,15.591564
NAB2,109.937355,139.18237,15.673402,0.0,2.318332,0.0,22.679785,0.0
STAT6,2662.8293,2105.5566,483.80612,146.239,197.91643,349.3297,471.0208,38.15233
LRP1,3852.7168,263.72855,531.76874,25.093927,192.05286,17.457432,22.716515,0.0
NXPH4,0.0,0.0,0.0,0.0,0.0,0.0,48.903408,0.0
SHMT2,225.04655,362.0499,56.852375,55.4267,48.70693,122.408356,188.336,4.0727973
NDUFA4L2,0.0,17.576248,0.0,0.0,0.0,0.0,2.574561,2.574561
STAC3,411.00992,89.5629,98.003456,18.220997,83.98093,26.806276,41.857914,7.241741
R3HDM2,3278.3625,4834.6562,530.0426,273.88788,245.9002,765.98785,769.30975,63.24509
AC126614.1,21.792976,20.20939,0.0,0.0,3.401009,0.0,0.0,0.0
INHBC,7.137505,17.45533,4.4128823,0.0,0.0,0.0,0.0,0.0
AC022506.2,12.772523,8.268603,0.0,7.8307858,16.096224,0.0,7.076087,0.0
GLI1,19.882645,32.65873,0.0,7.6078115,0.0,0.0,7.4382224,0.0
ARHGAP9,1056.9497,1740.9237,113.02855,240.80846,169.97627,407.2324,249.23695,43.085564
MARS,897.4315,1232.4128,167.79779,123.75523,134.40088,135.56218,194.15717,41.0482
DDIT3,148.35312,350.0324,30.177546,47.7444,10.945683,158.00104,78.23769,2.6093397
MBD6,439.08502,495.66534,42.307297,39.152073,39.224243,92.65837,74.99336,4.7420325
DCTN2,817.9991,976.75586,134.25067,106.86716,116.33983,269.08896,200.73953,18.87398
KIF5A,24.466576,23.613764,0.0,0.0,0.0,6.9874964,0.0,0.0
PIP4K2C,71.251595,329.57065,19.14429,70.91324,0.0,85.792244,15.411552,2.6438892
DTX3,2.106041,213.11063,0.0,38.046227,2.106041,92.33307,0.0,0.0
ARHGEF25,0.0,0.0,0.0,25.099838,0.0,0.0,0.0,0.0
OS9,2147.4204,1498.6573,416.68564,183.00261,235.04044,352.15756,346.7736,68.57132
AC025165.2,301.14218,352.40634,30.02194,10.846623,33.805363,74.39038,46.485413,10.535737
AGAP2,61.543182,643.18567,14.57786,49.11169,0.0,185.28967,0.0,0.0
TSPAN31,246.12592,393.78738,69.69093,39.24421,18.620584,92.6635,91.23801,5.8756127
CDK4,131.4322,554.4425,38.62414,43.314293,55.90878,126.56566,91.02323,5.405809
MARCH9,65.56476,1430.8307,0.0,77.52141,18.90305,112.90531,324.6588,23.701656
CYP27B1,0.0,23.936829,0.0,0.0,0.0,0.0,0.0,0.0
METTL1,70.68928,152.33794,11.821855,5.953322,8.148042,16.294474,3.8305392,3.8305392
EEF1AKMT3,5.0538044,23.275023,0.0,0.0,0.0,13.207305,7.7334313,0.0
TSFM,125.6102,548.8024,39.5647,36.828396,63.29477,109.22792,70.60064,7.979855
AVIL,209.23488,324.90436,5.1165276,15.6712885,6.00403,36.24268,21.09892,0.8867993
CTDSP2,742.7679,1456.2238,204.01257,147.33841,100.29328,191.29506,194.76929,23.233356
AC083805.2,20.067266,31.73232,0.0,0.0,9.686381,0.0,0.0,0.0
ATP23,87.53144,143.8233,21.604155,0.0,2.199674,68.099045,0.0,0.0
GIHCG,150.05489,321.4037,3.032734,42.835987,20.446205,14.125255,80.83181,16.976938
AC020637.1,11.376856,32.13121,0.0,0.0,3.370031,0.0,18.855886,3.0282319
LINC02388,11.49758,7.1566424,10.082349,0.0,0.0,6.5456305,0.0,0.0
